,Keyword,LV1,Search UV,PDP UV,A2C_UV,Order_UV,GMV,ASP,ARPU,Found Number,E. Items,Cluster,PDP % of searches,A2C % of searches,ORDER % of searches
1761,airpod,"TV, Audio / Video, Gaming & Wearables",160.0,71.0,15.0,6.0,25.29,4.22,4.22,88632.0,473.0,EL,44.38,9.38,3.75
1762,bands for boys,Watches Sunglasses Jewellery,160.0,34.0,8.0,6.0,20.36,2.91,3.39,55830.0,268.0,Fashion,21.25,5.0,3.75
1771,keypad mobile phones,Mobiles & Tablets,160.0,65.0,9.0,1.0,10.34,10.34,10.34,821.0,300.0,EL,40.62,5.62,0.62
1764,24k golden serum,Health & Beauty,160.0,102.0,60.0,28.0,106.77,3.24,3.81,1805.0,211.0,FMCG,63.75,37.5,17.5
1763,baby wipes,Mother & Baby,160.0,108.0,60.0,27.0,107.63,3.71,3.99,10435.0,578.0,FMCG,67.5,37.5,16.88
1766,jewellery for girls earings,Watches Sunglasses Jewellery,160.0,48.0,6.0,2.0,5.97,1.49,2.99,148088.0,618.0,Fashion,30.0,3.75,1.25
1767,mini straightener,Health & Beauty,160.0,100.0,48.0,20.0,88.41,3.84,4.42,9818.0,391.0,FMCG,62.5,30.0,12.5
1768,free shipping products,Health & Beauty,160.0,69.0,11.0,0.0,0.0,0.0,0.0,7009320.0,605.0,FMCG,43.12,6.88,0.0
1805,swing chair,Mother & Baby,159.0,79.0,8.0,1.0,47.83,47.83,47.83,4944.0,538.0,FMCG,49.69,5.03,0.63
1804,wach for girls,Watches Sunglasses Jewellery,159.0,69.0,17.0,7.0,20.38,2.55,2.91,2362223.0,511.0,Fashion,43.4,10.69,4.4
1791,gas stove,Home Appliances,159.0,67.0,15.0,3.0,104.06,34.69,34.69,64864.0,448.0,EL,42.14,9.43,1.89
1803,pc computer,Computers & Laptops,159.0,59.0,6.0,1.0,31.5,31.5,31.5,2736335.0,218.0,EL,37.11,3.77,0.63
1802,bag packs for girls,Bags and Travel,159.0,48.0,7.0,0.0,0.0,0.0,0.0,16193.0,489.0,Fashion,30.19,4.4,0.0
1801,casual coat for men,Fashion,159.0,57.0,1.0,0.0,0.0,0.0,0.0,33651.0,488.0,Fashion,35.85,0.63,0.0
1792,bts things,Mobiles & Tablets,159.0,58.0,9.0,2.0,4.66,2.33,2.33,9890.0,458.0,EL,36.48,5.66,1.26
1788,fast charger,Mobiles & Tablets,159.0,76.0,29.0,9.0,36.82,3.68,4.09,1736099.0,281.0,EL,47.8,18.24,5.66
1790,cushion covers,Furniture & Decor,159.0,77.0,27.0,4.0,18.79,4.7,4.7,260264.0,1018.0,GM,48.43,16.98,2.52
1789,danedar,Groceries,159.0,128.0,119.0,84.0,2098.33,12.2,24.98,560.0,149.0,FMCG,80.5,74.84,52.83
1769,meakup,Health & Beauty,159.0,88.0,26.0,8.0,29.05,2.08,3.63,1370691.0,610.0,FMCG,55.35,16.35,5.03
1787,dildo sex toys for women,Health & Beauty,159.0,13.0,0.0,0.0,0.0,0.0,0.0,1422.0,260.0,FMCG,8.18,0.0,0.0
1786,hair serum,Health & Beauty,159.0,81.0,28.0,6.0,31.4,4.49,5.23,8094.0,578.0,FMCG,50.94,17.61,3.77
1784,jewellery box,Watches Sunglasses Jewellery,159.0,78.0,23.0,4.0,46.88,7.81,11.72,546226.0,999.0,Fashion,49.06,14.47,2.52
1783,men shoes leather,Fashion,159.0,72.0,7.0,4.0,53.97,13.49,13.49,17318.0,618.0,Fashion,45.28,4.4,2.52
1806,audionic headphones,"TV, Audio / Video, Gaming & Wearables",158.0,56.0,13.0,1.0,13.63,13.63,13.63,3373.0,277.0,EL,35.44,8.23,0.63
1814,realme gt master edition,Mobiles & Tablets,158.0,103.0,22.0,1.0,3.43,3.43,3.43,661.0,340.0,EL,65.19,13.92,0.63
1813,keyboard and mouse,Computers & Laptops,158.0,85.0,12.0,2.0,11.73,5.86,5.86,115385.0,298.0,EL,53.8,7.59,1.27
1812,machine cover,Home Appliances,158.0,80.0,34.0,16.0,95.8,5.64,5.99,369298.0,388.0,EL,50.63,21.52,10.13
1811,hemani,Health & Beauty,158.0,74.0,19.0,5.0,58.93,4.21,11.79,3960.0,1000.0,FMCG,46.84,12.03,3.16
1810,heels,Fashion,158.0,81.0,12.0,2.0,49.94,16.65,24.97,65259.0,658.0,Fashion,51.27,7.59,1.27
1809,heater fan,Home Appliances,158.0,71.0,12.0,3.0,32.36,10.79,10.79,9058.0,552.0,EL,44.94,7.59,1.9
1807,bean bag sofa,Furniture & Decor,158.0,76.0,16.0,5.0,105.29,21.06,21.06,6723.0,888.0,GM,48.1,10.13,3.16
1808,hard drive,Computers & Laptops,158.0,59.0,22.0,7.0,73.59,10.51,10.51,40186.0,216.0,EL,37.34,13.92,4.43
1800,sleeping eye mask,Bags and Travel,158.0,81.0,43.0,24.0,34.97,1.4,1.46,759551.0,754.0,Fashion,51.27,27.22,15.19
1798,mobile holder stand,Cameras,158.0,55.0,25.0,9.0,21.66,2.41,2.41,616400.0,627.0,EL,34.81,15.82,5.7
1797,skateboard,Sports & Outdoors,158.0,72.0,13.0,4.0,30.86,7.71,7.71,76207.0,2013.0,GM,45.57,8.23,2.53
1796,water bottles,Sports & Outdoors,158.0,72.0,17.0,6.0,27.51,3.93,4.58,524721.0,437.0,GM,45.57,10.76,3.8
1795,bracelet for men,Watches Sunglasses Jewellery,158.0,83.0,26.0,7.0,12.51,1.79,1.79,191838.0,1200.0,Fashion,52.53,16.46,4.43
1794,uper for men,Fashion,158.0,77.0,10.0,4.0,33.66,8.42,8.42,11060.0,320.0,Fashion,48.73,6.33,2.53
1793,machine,Health & Beauty,158.0,40.0,14.0,4.0,31.25,5.21,7.81,1979489.0,408.0,FMCG,25.32,8.86,2.53
1799,hard disk,Computers & Laptops,158.0,57.0,14.0,3.0,55.32,18.44,18.44,31655.0,179.0,EL,36.08,8.86,1.9
1831,vivo y33s back cover,Mobiles & Tablets,157.0,102.0,36.0,13.0,46.31,3.56,3.56,8556.0,1023.0,EL,64.97,22.93,8.28
1828,photo frame,Furniture & Decor,157.0,77.0,13.0,1.0,0.8,0.8,0.8,105658.0,478.0,GM,49.04,8.28,0.64
1829,viagra tablets,Health & Beauty,157.0,35.0,3.0,0.0,0.0,0.0,0.0,6539.0,460.0,FMCG,22.29,1.91,0.0
1830,video games,"TV, Audio / Video, Gaming & Wearables",157.0,32.0,0.0,0.0,0.0,0.0,0.0,142695.0,188.0,EL,20.38,0.0,0.0
1835,sexy,Fashion,157.0,43.0,2.0,0.0,0.0,0.0,0.0,44807.0,408.0,Fashion,27.39,1.27,0.0
1832,durex condom,Health & Beauty,157.0,74.0,36.0,20.0,133.8,5.15,6.69,180.0,180.0,FMCG,47.13,22.93,12.74
1833,sunnystore,Bags and Travel,157.0,136.0,135.0,119.0,224.19,1.87,1.88,766.0,50.0,Fashion,86.62,85.99,75.8
1834,sex timing tablets,Health & Beauty,157.0,29.0,0.0,0.0,0.0,0.0,0.0,5394.0,320.0,FMCG,18.47,0.0,0.0
1836,shaving machine,Health & Beauty,157.0,85.0,39.0,16.0,107.95,6.75,6.75,25538.0,1020.0,FMCG,54.14,24.84,10.19
1827,bedsheets,Bedding & Bath,157.0,80.0,23.0,8.0,71.6,5.51,8.95,21467.0,855.0,GM,50.96,14.65,5.1
1826,3 piece suit for men,Fashion,157.0,16.0,0.0,0.0,0.0,0.0,0.0,2984.0,238.0,Fashion,10.19,0.0,0.0
1825,pents for men,Fashion,157.0,47.0,6.0,1.0,4.07,4.07,4.07,55716.0,398.0,Fashion,29.94,3.82,0.64
1819,gift for girls birthday,Watches Sunglasses Jewellery,157.0,37.0,6.0,1.0,2.72,2.72,2.72,101131.0,532.0,Fashion,23.57,3.82,0.64
1815,oppo a54,Mobiles & Tablets,157.0,73.0,28.0,6.0,518.64,86.44,86.44,3757.0,759.0,EL,46.5,17.83,3.82
1816,lifebuoy,Health & Beauty,157.0,76.0,43.0,13.0,217.75,6.05,16.75,3786.0,138.0,FMCG,48.41,27.39,8.28
1818,finger wax,Health & Beauty,157.0,95.0,44.0,17.0,45.52,2.68,2.68,33022.0,370.0,FMCG,60.51,28.03,10.83
1817,dispenser water,Home Appliances,157.0,76.0,12.0,4.0,479.51,119.88,119.88,213423.0,720.0,EL,48.41,7.64,2.55
1820,bts mask for girls,Fashion,157.0,97.0,45.0,21.0,49.35,1.9,2.35,82.0,82.0,Fashion,61.78,28.66,13.38
1821,bike 125 honda,Motors,157.0,48.0,13.0,0.0,0.0,0.0,0.0,9942.0,471.0,GM,30.57,8.28,0.0
1822,cape shawl for women,Fashion,157.0,96.0,15.0,2.0,18.56,9.28,9.28,954.0,668.0,Fashion,61.15,9.55,1.27
1843,bicycle for boys,Sports & Outdoors,156.0,60.0,5.0,1.0,100.6,100.6,100.6,14097.0,299.0,GM,38.46,3.21,0.64
1851,t shirt,Fashion,156.0,60.0,14.0,5.0,15.58,3.12,3.12,431586.0,968.0,Fashion,38.46,8.97,3.21
1850,usb 256 gb,Computers & Laptops,156.0,56.0,9.0,2.0,25.15,12.58,12.58,1393.0,328.0,EL,35.9,5.77,1.28
1849,whitening cream,Health & Beauty,156.0,68.0,21.0,11.0,59.81,3.52,5.44,12671.0,668.0,FMCG,43.59,13.46,7.05
1848,wape shisha smoking,Motors,156.0,20.0,2.0,0.0,0.0,0.0,0.0,45951.0,240.0,GM,12.82,1.28,0.0
1847,ps 4,"TV, Audio / Video, Gaming & Wearables",156.0,48.0,3.0,0.0,0.0,0.0,0.0,75276.0,458.0,EL,30.77,1.92,0.0
1846,tooth brush,Health & Beauty,156.0,61.0,34.0,15.0,22.85,1.34,1.52,57725.0,348.0,FMCG,39.1,21.79,9.62
1824,frames,Furniture & Decor,156.0,75.0,16.0,6.0,26.49,4.42,4.42,5137488.0,748.0,GM,48.08,10.26,3.85
1844,xxxxxx video,Health & Beauty,156.0,19.0,2.0,0.0,0.0,0.0,0.0,1422.0,110.0,FMCG,12.18,1.28,0.0
1842,chains for girls,Watches Sunglasses Jewellery,156.0,82.0,23.0,5.0,9.6,1.6,1.92,81490.0,798.0,Fashion,52.56,14.74,3.21
1841,infinix hot 10 back cover,Mobiles & Tablets,156.0,80.0,21.0,6.0,24.29,3.47,4.05,23204.0,598.0,EL,51.28,13.46,3.85
1840,largo cream,Health & Beauty,156.0,4.0,0.0,0.0,0.0,0.0,0.0,333668.0,1020.0,FMCG,2.56,0.0,0.0
1839,nail cutter,Health & Beauty,156.0,79.0,28.0,7.0,12.76,1.82,1.82,31963.0,1010.0,FMCG,50.64,17.95,4.49
1838,nintendo switch,"TV, Audio / Video, Gaming & Wearables",156.0,72.0,12.0,1.0,221.14,221.14,221.14,23459.0,288.0,EL,46.15,7.69,0.64
1837,naviforce watches,Watches Sunglasses Jewellery,156.0,99.0,23.0,5.0,96.65,19.33,19.33,7282.0,688.0,Fashion,63.46,14.74,3.21
1823,jeans for boys,Fashion,156.0,63.0,8.0,6.0,32.64,4.08,5.44,37887.0,358.0,Fashion,40.38,5.13,3.85
1869,tecno spark 6,Mobiles & Tablets,155.0,52.0,11.0,4.0,495.11,99.02,123.78,3529.0,188.0,EL,33.55,7.1,2.58
1865,free shipping offers,"TV, Audio / Video, Gaming & Wearables",155.0,63.0,19.0,0.0,0.0,0.0,0.0,3287851.0,909.0,EL,40.65,12.26,0.0
1866,dining table,Furniture & Decor,155.0,78.0,8.0,0.0,0.0,0.0,0.0,216604.0,730.0,GM,50.32,5.16,0.0
1867,bra for girls sexy 32,Fashion,155.0,36.0,5.0,1.0,2.91,2.91,2.91,5934.0,677.0,Fashion,23.23,3.23,0.65
1868,condoms for female,Health & Beauty,155.0,60.0,1.0,0.0,0.0,0.0,0.0,23.0,23.0,FMCG,38.71,0.65,0.0
1872,epilator for women,Health & Beauty,155.0,55.0,18.0,5.0,30.16,6.03,6.03,30781.0,837.0,FMCG,35.48,11.61,3.23
1870,towel,Bedding & Bath,155.0,88.0,26.0,8.0,31.52,3.94,3.94,172505.0,1713.0,GM,56.77,16.77,5.16
1871,skmei watches for men,Watches Sunglasses Jewellery,155.0,85.0,16.0,4.0,60.77,12.15,15.19,20220.0,878.0,Fashion,54.84,10.32,2.58
1863,kichen items,Kitchen & Dining,155.0,60.0,16.0,7.0,14.7,1.63,2.1,307734.0,643.0,GM,38.71,10.32,4.52
1877,shalwar kameez for men,Fashion,155.0,53.0,10.0,3.0,66.59,9.51,22.2,11978.0,1623.0,Fashion,34.19,6.45,1.94
1864,hair color,Health & Beauty,155.0,62.0,19.0,4.0,23.56,5.89,5.89,279705.0,369.0,FMCG,40.0,12.26,2.58
1862,lactogene 1,Mother & Baby,155.0,58.0,16.0,3.0,68.27,13.65,22.76,94.0,90.0,FMCG,37.42,10.32,1.94
1845,one rupee games play,Toys & Games,155.0,83.0,76.0,71.0,0.81,0.01,0.01,612554.0,294.0,GM,53.55,49.03,45.81
1856,slime kit for girls,Toys & Games,155.0,67.0,9.0,1.0,4.0,4.0,4.0,2647.0,470.0,GM,43.23,5.81,0.65
1852,alarm clock,Furniture & Decor,155.0,82.0,24.0,7.0,45.58,6.51,6.51,208835.0,652.0,GM,52.9,15.48,4.52
1861,jewelry for girls,Watches Sunglasses Jewellery,155.0,78.0,17.0,5.0,11.51,1.92,2.3,536549.0,1018.0,Fashion,50.32,10.97,3.23
1853,baby boy winter dress,Mother & Baby,155.0,66.0,12.0,2.0,20.21,6.74,10.11,11205.0,760.0,FMCG,42.58,7.74,1.29
1855,coat for men stylish,Fashion,155.0,54.0,6.0,2.0,17.98,8.99,8.99,33651.0,1023.0,Fashion,34.84,3.87,1.29
1854,125 bike,Motors,155.0,68.0,15.0,4.0,5154.82,736.4,1288.71,8956.0,368.0,GM,43.87,9.68,2.58
1857,oppo enco w 11,Mobiles & Tablets,155.0,44.0,7.0,2.0,60.79,30.4,30.4,5421.0,368.0,EL,28.39,4.52,1.29
1858,fridge dawlance,Home Appliances,155.0,80.0,9.0,1.0,399.53,399.53,399.53,421.0,258.0,EL,51.61,5.81,0.65
1859,oppo a15 back cover,Mobiles & Tablets,155.0,59.0,19.0,7.0,29.35,4.19,4.19,10858.0,608.0,EL,38.06,12.26,4.52
1860,miniso,Mobiles & Tablets,155.0,30.0,1.0,0.0,0.0,0.0,0.0,351.0,349.0,EL,19.35,0.65,0.0
1880,bonanza sweaters for men,Fashion,154.0,14.0,0.0,0.0,0.0,0.0,0.0,3518.0,365.0,Fashion,9.09,0.0,0.0
1885,sufi,Groceries,154.0,68.0,43.0,18.0,888.36,30.63,49.35,650.0,471.0,FMCG,44.16,27.92,11.69
1884,toy car,Toys & Games,154.0,67.0,13.0,1.0,2.76,2.76,2.76,392062.0,1620.0,GM,43.51,8.44,0.65
1883,blocks for kids,Toys & Games,154.0,85.0,24.0,10.0,24.65,2.24,2.46,213130.0,388.0,GM,55.19,15.58,6.49
1882,psp,"TV, Audio / Video, Gaming & Wearables",154.0,96.0,12.0,3.0,580.75,82.96,193.58,8678.0,258.0,EL,62.34,7.79,1.95
1881,realme buds q,"TV, Audio / Video, Gaming & Wearables",154.0,108.0,69.0,39.0,1050.63,21.44,26.94,638.0,100.0,EL,70.13,44.81,25.32
1878,men watch,Watches Sunglasses Jewellery,154.0,78.0,21.0,7.0,28.92,4.13,4.13,811714.0,1135.0,Fashion,50.65,13.64,4.55
1879,football kit,Sports & Outdoors,154.0,45.0,9.0,3.0,19.72,6.57,6.57,2860.0,245.0,GM,29.22,5.84,1.95
1876,spiderman,Toys & Games,154.0,42.0,12.0,3.0,8.51,2.84,2.84,5739.0,598.0,GM,27.27,7.79,1.95
1875,molty foam,Furniture & Decor,154.0,95.0,25.0,13.0,1813.74,90.69,139.52,98.0,96.0,GM,61.69,16.23,8.44
1874,y20 vivo,Mobiles & Tablets,154.0,59.0,21.0,5.0,1161.37,145.17,232.27,30542.0,190.0,EL,38.31,13.64,3.25
1873,concealer and contour stick,Health & Beauty,154.0,84.0,32.0,10.0,22.53,2.05,2.25,6586.0,330.0,FMCG,54.55,20.78,6.49
1893,nido 1 plus,Mother & Baby,153.0,67.0,35.0,4.0,56.93,11.39,14.23,114.0,112.0,FMCG,43.79,22.88,2.61
1900,pillows for sex,Fashion,153.0,38.0,1.0,0.0,0.0,0.0,0.0,10.0,12.0,Fashion,24.84,0.65,0.0
1899,police light for car,Motors,153.0,98.0,25.0,9.0,58.37,5.31,6.49,3681.0,619.0,GM,64.05,16.34,5.88
1898,ugreen,Mobiles & Tablets,153.0,44.0,6.0,4.0,25.87,6.47,6.47,897.0,588.0,EL,28.76,3.92,2.61
1897,vivo y20 mobile,Mobiles & Tablets,153.0,63.0,15.0,0.0,0.0,0.0,0.0,14637.0,332.0,EL,41.18,9.8,0.0
1896,hair accessories for men,Health & Beauty,153.0,38.0,11.0,1.0,0.82,0.82,0.82,20014.0,560.0,FMCG,24.84,7.19,0.65
1894,kids watch for boys,Watches Sunglasses Jewellery,153.0,79.0,33.0,13.0,41.39,2.96,3.18,114448.0,580.0,Fashion,51.63,21.57,8.5
1895,gree inverter ac,Home Appliances,153.0,79.0,11.0,2.0,1158.74,579.37,579.37,399.0,194.0,EL,51.63,7.19,1.31
1892,yoga mat,Sports & Outdoors,153.0,86.0,45.0,20.0,151.04,7.55,7.55,21515.0,1018.0,GM,56.21,29.41,13.07
1891,oppo a95 mobile,Mobiles & Tablets,153.0,61.0,10.0,2.0,241.02,120.51,120.51,597.0,106.0,EL,39.87,6.54,1.31
1890,basketball,Sports & Outdoors,153.0,76.0,23.0,8.0,54.78,3.65,6.85,150333.0,370.0,GM,49.67,15.03,5.23
1889,sathi condoms,Health & Beauty,153.0,52.0,21.0,9.0,30.48,2.54,3.39,31.0,44.0,FMCG,33.99,13.73,5.88
1888,infinix smart 5 back cover,Mobiles & Tablets,153.0,101.0,42.0,14.0,49.09,2.73,3.51,5959.0,490.0,EL,66.01,27.45,9.15
1887,woman brazer sexy,Fashion,153.0,27.0,1.0,0.0,0.0,0.0,0.0,81073.0,386.0,Fashion,17.65,0.65,0.0
1886,couple ring,Watches Sunglasses Jewellery,153.0,95.0,27.0,8.0,20.52,2.28,2.57,32810.0,558.0,Fashion,62.09,17.65,5.23
1911,camon 17,Mobiles & Tablets,152.0,90.0,40.0,3.0,556.76,185.59,185.59,1889.0,208.0,EL,59.21,26.32,1.97
1918,scrunchies,Fashion,152.0,104.0,39.0,14.0,25.08,1.57,1.79,7860.0,544.0,Fashion,68.42,25.66,9.21
1917,rings for girls stylish,Watches Sunglasses Jewellery,152.0,64.0,23.0,4.0,9.21,1.84,2.3,59712.0,590.0,Fashion,42.11,15.13,2.63
1916,unicorn,Toys & Games,152.0,36.0,3.0,3.0,28.76,9.59,9.59,39336.0,379.0,GM,23.68,1.97,1.97
1915,timing spray,Health & Beauty,152.0,49.0,6.0,3.0,11.09,3.7,3.7,6692.0,290.0,FMCG,32.24,3.95,1.97
1914,wall clock digital,Furniture & Decor,152.0,57.0,18.0,6.0,21.82,3.12,3.64,8181.0,321.0,GM,37.5,11.84,3.95
1913,pop its,Toys & Games,152.0,89.0,24.0,9.0,47.17,3.93,5.24,67461.0,538.0,GM,58.55,15.79,5.92
1912,bracelets,Watches Sunglasses Jewellery,152.0,43.0,15.0,6.0,17.83,1.98,2.97,593810.0,598.0,Fashion,28.29,9.87,3.95
1910,food processor,Home Appliances,152.0,80.0,23.0,11.0,630.09,52.51,57.28,47882.0,492.0,EL,52.63,15.13,7.24
1902,instant geyser gas,Home Appliances,152.0,91.0,30.0,8.0,575.52,71.94,71.94,569.0,558.0,EL,59.87,19.74,5.26
1908,ladies sweater for winter,Fashion,152.0,72.0,9.0,2.0,17.23,5.74,8.61,62679.0,1018.0,Fashion,47.37,5.92,1.32
1907,honda 125,Motors,152.0,60.0,21.0,2.0,864.74,288.25,432.37,7892.0,720.0,GM,39.47,13.82,1.32
1906,makeup fixer spray,Health & Beauty,152.0,105.0,60.0,25.0,52.86,1.76,2.11,28133.0,310.0,FMCG,69.08,39.47,16.45
1905,infinix note 10 pro back cover,Mobiles & Tablets,152.0,102.0,42.0,15.0,38.01,2.24,2.53,14683.0,589.0,EL,67.11,27.63,9.87
1903,wax strips,Health & Beauty,152.0,73.0,34.0,15.0,36.25,2.27,2.42,4627.0,200.0,FMCG,48.03,22.37,9.87
1909,fan heater,Home Appliances,152.0,97.0,31.0,12.0,209.44,14.96,17.45,56839.0,1083.0,EL,63.82,20.39,7.89
1901,korean earrings,Watches Sunglasses Jewellery,152.0,85.0,19.0,2.0,6.36,3.18,3.18,29839.0,572.0,Fashion,55.92,12.5,1.32
1933,watch for girls stylish,Watches Sunglasses Jewellery,151.0,58.0,14.0,4.0,15.38,3.85,3.85,555300.0,1020.0,Fashion,38.41,9.27,2.65
1930,phones,Mobiles & Tablets,151.0,65.0,7.0,3.0,267.04,89.01,89.01,6231371.0,338.0,EL,43.05,4.64,1.99
1931,razor for women,Health & Beauty,151.0,74.0,37.0,22.0,38.9,1.69,1.77,25626.0,402.0,FMCG,49.01,24.5,14.57
1932,dust stopper,"Tools, DIY & Outdoor",151.0,87.0,62.0,33.0,89.43,2.42,2.71,6917.0,1435.0,GM,57.62,41.06,21.85
1928,bra for girls sexy front open net,Fashion,151.0,40.0,7.0,2.0,7.8,3.9,3.9,4245.0,368.0,Fashion,26.49,4.64,1.32
1936,sd card,Cameras,151.0,89.0,37.0,8.0,51.29,5.7,6.41,38836.0,358.0,EL,58.94,24.5,5.3
1938,sex girl doll toy for men,Fashion,151.0,16.0,0.0,0.0,0.0,0.0,0.0,15357.0,202.0,Fashion,10.6,0.0,0.0
1939,shoe organizer,Furniture & Decor,151.0,93.0,44.0,14.0,48.14,3.44,3.44,25991.0,1018.0,GM,61.59,29.14,9.27
1929,bed set furniture,Furniture & Decor,151.0,71.0,9.0,0.0,0.0,0.0,0.0,354206.0,789.0,GM,47.02,5.96,0.0
1937,sex doll pussy,Health & Beauty,151.0,17.0,0.0,0.0,0.0,0.0,0.0,7264.0,300.0,FMCG,11.26,0.0,0.0
1927,pen camera,Cameras,151.0,46.0,4.0,0.0,0.0,0.0,0.0,4258.0,320.0,EL,30.46,2.65,0.0
1926,oxford sweaters for men,Fashion,151.0,70.0,16.0,2.0,59.51,29.76,29.76,195.0,195.0,Fashion,46.36,10.6,1.32
1904,mi 10t,Mobiles & Tablets,151.0,44.0,8.0,4.0,24.62,2.46,6.16,13591.0,1020.0,EL,29.14,5.3,2.65
1920,makeup organizer box,Health & Beauty,151.0,77.0,20.0,5.0,80.46,13.41,16.09,116022.0,570.0,FMCG,50.99,13.25,3.31
1921,hdmi cable,"TV, Audio / Video, Gaming & Wearables",151.0,82.0,37.0,17.0,57.85,3.21,3.4,45726.0,164.0,EL,54.3,24.5,11.26
1919,molfix size 6,Mother & Baby,151.0,83.0,55.0,31.0,969.76,23.09,31.28,702.0,258.0,FMCG,54.97,36.42,20.53
1922,huda beauty eyeshadow palette,Health & Beauty,151.0,90.0,33.0,14.0,62.9,3.93,4.49,11821.0,698.0,FMCG,59.6,21.85,9.27
1923,grocery,Groceries,151.0,27.0,4.0,0.0,0.0,0.0,0.0,939507.0,338.0,FMCG,17.88,2.65,0.0
1924,dog,Pet Supplies,151.0,34.0,1.0,0.0,0.0,0.0,0.0,201988.0,256.0,FMCG,22.52,0.66,0.0
1925,dress design for girls wedding,Fashion,151.0,69.0,4.0,1.0,7.14,7.14,7.14,65765.0,716.0,Fashion,45.7,2.65,0.66
1959,sunglasses,Watches Sunglasses Jewellery,150.0,68.0,13.0,4.0,10.03,2.51,2.51,2005340.0,829.0,Fashion,45.33,8.67,2.67
1949,hand free wireless,"TV, Audio / Video, Gaming & Wearables",150.0,67.0,27.0,11.0,37.89,3.16,3.44,32543.0,438.0,EL,44.67,18.0,7.33
1958,shose for men,Fashion,150.0,76.0,17.0,6.0,60.79,10.13,10.13,87849.0,1018.0,Fashion,50.67,11.33,4.0
1957,winter clothes for women in sale,Fashion,150.0,43.0,4.0,1.0,3.36,3.36,3.36,16872.0,1020.0,Fashion,28.67,2.67,0.67
1956,vr,"TV, Audio / Video, Gaming & Wearables",150.0,78.0,23.0,8.0,129.92,10.83,16.24,26819.0,268.0,EL,52.0,15.33,5.33
1955,realme 8 pro,Mobiles & Tablets,150.0,45.0,10.0,1.0,1.82,1.82,1.82,2598.0,131.0,EL,30.0,6.67,0.67
1954,brushes makeup,Health & Beauty,150.0,85.0,33.0,12.0,45.8,3.52,3.82,178729.0,1024.0,FMCG,56.67,22.0,8.0
1953,girl and boy sexy dress night,Fashion,150.0,19.0,0.0,0.0,0.0,0.0,0.0,5603.0,379.0,Fashion,12.67,0.0,0.0
1952,games for boys,Toys & Games,150.0,32.0,5.0,1.0,7.75,7.75,7.75,173855.0,368.0,GM,21.33,3.33,0.67
1951,i12,"TV, Audio / Video, Gaming & Wearables",150.0,76.0,38.0,12.0,80.43,6.19,6.7,91387.0,508.0,EL,50.67,25.33,8.0
1950,led light,Furniture & Decor,150.0,55.0,12.0,1.0,1.09,1.09,1.09,957871.0,628.0,GM,36.67,8.0,0.67
1934,iphone 11 pro max cover,Mobiles & Tablets,150.0,56.0,17.0,5.0,13.15,2.63,2.63,79633.0,758.0,EL,37.33,11.33,3.33
1948,hand bags for women,Bags and Travel,150.0,75.0,14.0,2.0,12.9,6.45,6.45,172311.0,928.0,Fashion,50.0,9.33,1.33
1942,joggers,Fashion,150.0,57.0,8.0,4.0,48.42,8.07,12.1,304229.0,361.0,Fashion,38.0,5.33,2.67
1947,gillette razor,Health & Beauty,150.0,81.0,45.0,20.0,76.85,2.2,3.84,549.0,400.0,FMCG,54.0,30.0,13.33
1940,1 rs game,Toys & Games,150.0,19.0,1.0,0.0,0.0,0.0,0.0,747.0,100.0,GM,12.67,0.67,0.0
1941,jacket for men leather,Fashion,150.0,55.0,8.0,4.0,46.46,9.29,11.61,3705.0,398.0,Fashion,36.67,5.33,2.67
1935,ipad pro,Mobiles & Tablets,150.0,56.0,14.0,2.0,1052.44,263.11,526.22,27086.0,198.0,EL,37.33,9.33,1.33
1943,wax heater,Health & Beauty,150.0,82.0,28.0,11.0,89.27,7.44,8.12,4235.0,920.0,FMCG,54.67,18.67,7.33
1944,knife set,Kitchen & Dining,150.0,79.0,28.0,7.0,26.86,3.84,3.84,142006.0,718.0,GM,52.67,18.67,4.67
1945,chairs for room,Furniture & Decor,150.0,64.0,12.0,2.0,58.5,29.25,29.25,61133.0,781.0,GM,42.67,8.0,1.33
1946,hijab caps,Fashion,150.0,94.0,46.0,17.0,45.09,2.5,2.65,118058.0,798.0,Fashion,62.67,30.67,11.33
1968,door stopper,"Tools, DIY & Outdoor",149.0,80.0,51.0,29.0,82.07,2.83,2.83,23918.0,633.0,GM,53.69,34.23,19.46
1977,suzuki 150 bike,Motors,149.0,26.0,2.0,1.0,9.99,3.33,9.99,1364.0,530.0,GM,17.45,1.34,0.67
1976,unicorn accessories,Mobiles & Tablets,149.0,9.0,0.0,0.0,0.0,0.0,0.0,23469.0,161.0,EL,6.04,0.0,0.0
1973,water heater electric,Home Appliances,149.0,69.0,10.0,4.0,35.74,8.94,8.94,15109.0,730.0,EL,46.31,6.71,2.68
1972,cigarette,Motors,149.0,20.0,3.0,1.0,2.77,2.77,2.77,58480.0,608.0,GM,13.42,2.01,0.67
1971,puppet,Toys & Games,149.0,15.0,2.0,0.0,0.0,0.0,0.0,62613.0,718.0,GM,10.07,1.34,0.0
1970,pamper,Mother & Baby,149.0,65.0,20.0,9.0,205.0,20.5,22.78,3454.0,368.0,FMCG,43.62,13.42,6.04
1969,party wear dress for women,Fashion,149.0,80.0,4.0,1.0,8.34,8.34,8.34,120550.0,548.0,Fashion,53.69,2.68,0.67
